,order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount,id,created_at,vendor_id,customer_id,date,discounted_amount2,full_price_amount2,total_amount2,weighted_discount_rate,rate,commission_amount
19,7,285,Range Rover Sport,71562,0.2,0.0,41,2934042,2934042.0,586808.4,3520850.4,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,3520850.4,3520850.4,0.0,0.27,950629.608
20,7,12,Škoda 21Ab,15722,0.11,0.0,28,440216,440216.0,48423.76,488639.76,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,488639.76000000007,488639.76000000007,0.0,0.27,131932.73520000002
21,7,718,Photosmart A610 series,38031,0.2,0.0,43,1635333,1635333.0,327066.60000000003,1962399.6,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,1962399.5999999999,1962399.5999999999,0.0,0.27,529847.892
22,7,199,Freemont,4463,0.11,0.0,46,205298,205298.0,22582.78,227880.78,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,227880.78000000003,227880.78000000003,0.0,0.27,61527.81060000001
23,7,352,SUV,40087,0.0,0.2968563445401657,21,841827,591925.3140447859,0.0,591925.3140447859,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,249901.68595521405,841827.0,591925.3140447859,623.3983235343479,0.27,159819.8347920922
24,7,113,Humvee C-Series,88892,0.11,0.513715804119819,21,1866732,907762.269543802,99853.84964981822,1007616.1191936205,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,1064456.4008063797,2072072.5200000003,1007616.1191936204,1078.8031886516198,0.27,272056.35218227754
25,7,70,Ikarus 480,49799,0.2,0.0,26,1294774,1294774.0,258954.8,1553728.8,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,1553728.8,1553728.8,0.0,0.27,419506.776
26,7,727,Photosmart C4780,86028,0.11,0.0,7,602196,602196.0,66241.56,668437.56,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,668437.56,668437.56,0.0,0.27,180478.1412
27,7,601,Officejet 6210,94686,0.0,0.0,50,4734300,4734300.0,0.0,4734300.0,7,2019-08-01 12:06:25.266253+00:00,3,9636,2019-08-01,0.0,4734300.0,4734300.0,0.0,0.27,1278261.0
28,3,372,Kodiaq,19169,0.11,0.0,17,325873,325873.0,35846.03,361719.03,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,361719.03,361719.03,0.0,0.07,25320.332100000003
29,3,316,GLA-Class,12730,0.11,0.0,33,420090,420090.0,46209.9,466299.9,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,466299.9,466299.9,0.0,0.07,32640.993000000006
30,3,843,A910/A910i,4415,0.11,0.0,4,17660,17660.0,1942.6,19602.6,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,19602.600000000002,19602.600000000002,0.0,0.07,1372.1820000000002
31,3,266,Wrangler Unlimited/Wrangler 4 door,31715,0.0,0.0,10,317150,317150.0,0.0,317150.0,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,317150.0,317150.0,0.0,0.07,22200.500000000004
32,3,254,ESQ,45130,0.0,0.8745773478911733,8,361040,45282.59431737079,0.0,45282.59431737079,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,315757.4056826292,361040.0,45282.59431737081,699.6618783129386,0.07,3169.781602215957
33,3,573,Deskjet All-in-one F4185,40081,0.0,0.0,14,561134,561134.0,0.0,561134.0,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,561134.0,561134.0,0.0,0.07,39279.380000000005
34,3,164,Trax,54644,0.2,0.6448541110695423,28,1530032,543384.5747320461,108676.91494640923,652061.4896784553,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,1183976.9103215446,1836038.4,652061.4896784553,1805.5915109947182,0.07,45644.30427749187
35,3,835,A388C (Accompli 388),97409,0.2,0.0,50,4870450,4870450.0,974090.0,5844540.0,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,5844540.0,5844540.0,0.0,0.07,409117.80000000005
36,3,510,Deskjet 940c / 940cvr / 940cw / 940cxi,74671,0.0,0.0,10,746710,746710.0,0.0,746710.0,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,746710.0,746710.0,0.0,0.07,52269.700000000004
37,3,296,MKC,7321,0.11,0.0,7,51247,51247.0,5637.17,56884.17,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,56884.170000000006,56884.170000000006,0.0,0.07,3981.891900000001
38,3,1,Oréos 2X,74802,0.0,0.0,22,1645644,1645644.0,0.0,1645644.0,3,2019-08-01 11:51:07.349383+00:00,2,7449,2019-08-01,0.0,1645644.0,1645644.0,0.0,0.07,115195.08000000002
39,9,182,Winstorm,5870,0.11,0.7880293239824819,3,17610,3732.8036046684942,410.60839651353433,4143.412001182028,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,15403.687998817973,19547.100000000002,4143.412001182028,236.40879719474458,0.07,290.03884008274196
40,9,67,Alfa Romeo 430A,76083,0.11,0.0,9,684747,684747.0,75322.17,760069.17,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,760069.17,760069.17,0.0,0.07,53204.84190000001
41,9,200,Explorer,19981,0.11,0.0,34,679354,679354.0,74728.94,754082.94,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,754082.9400000001,754082.9400000001,0.0,0.07,52785.80580000001
42,9,359,Captur,91011,0.0,0.0,1,91011,91011.0,0.0,91011.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,91011.0,91011.0,0.0,0.07,6370.77
43,9,539,Deskjet 3910 / 3915 / 3918 / 3920 / 3930 / 3938 / 3940,53976,0.0,0.0,14,755664,755664.0,0.0,755664.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,755664.0,755664.0,0.0,0.07,52896.48
44,9,396,Aria,81287,0.2,0.9731567086611298,27,2194749,58914.28682269389,11782.857364538779,70697.14418723267,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,2563001.655812767,2633698.8,70697.14418723284,2627.5231133850502,0.07,4948.8000931063
45,9,567,Deskjet D2660,94925,0.2,0.0,25,2373125,2373125.0,474625.0,2847750.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,2847750.0,2847750.0,0.0,0.07,199342.50000000003
46,9,797,IBM 036,2425,0.11,0.0,32,77600,77600.0,8536.0,86136.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,86136.00000000001,86136.00000000001,0.0,0.07,6029.520000000001
47,9,198,Panda 4x4,39818,0.11,0.0,34,1353812,1353812.0,148919.32,1502731.32,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,1502731.32,1502731.32,0.0,0.07,105191.19240000001
48,9,480,Deskjet 697c,49444,0.11,0.0,38,1878872,1878872.0,206675.92,2085547.92,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,2085547.9200000002,2085547.9200000002,0.0,0.07,145988.3544
49,9,729,Photosmart C5180,12386,0.11,0.3462183684802712,27,334422,218638.96077609074,24050.28568536998,242689.24646146072,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,128519.1735385393,371208.42000000004,242689.24646146075,934.7895948967322,0.07,16988.247252302255
50,9,115,Q2,82964,0.2,0.0,35,2903740,2903740.0,580748.0,3484488.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,3484488.0,3484488.0,0.0,0.07,243914.16000000003
51,9,228,Santa Fe,57700,0.2,0.0,50,2885000,2885000.0,577000.0,3462000.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,3462000.0,3462000.0,0.0,0.07,242340.00000000003
52,9,799,IBM 040,42840,0.11,0.0,29,1242360,1242360.0,136659.6,1379019.6,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,1379019.6,1379019.6,0.0,0.07,96531.37200000002
53,9,823,MicroTAC Lite,96626,0.0,0.0,1,96626,96626.0,0.0,96626.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,96626.0,96626.0,0.0,0.07,6763.820000000001
54,9,239,Ridgeline,66716,0.11,0.0,8,533728,533728.0,58710.08,592438.08,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,592438.0800000001,592438.0800000001,0.0,0.07,41470.66560000001
55,9,501,Deskjet 882c,37198,0.0,0.026321192851850642,18,669564,651940.2768293435,0.0,651940.2768293435,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,17623.72317065652,669564.0,651940.2768293435,47.378147133331154,0.07,45635.81937805405
56,9,303,Thar,27516,0.0,0.0,17,467772,467772.0,0.0,467772.0,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,0.0,467772.0,467772.0,0.0,0.07,32744.040000000005
57,9,230,Trax,37069,0.11,0.8712900755895089,33,1223277,157447.89020309225,17319.267922340146,174767.15812543238,9,2019-08-01 09:35:59.456757+00:00,2,3872,2019-08-01,1183070.3118745678,1357837.4700000002,174767.15812543253,2875.2572494453793,0.07,12233.701068780278
58,10,803,IBM 046,37057,0.11,0.0,2,74114,74114.0,8152.54,82266.54,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,82266.54000000001,82266.54000000001,0.0,0.07,5758.657800000001
59,10,839,A853 (MILESTONE),98414,0.0,0.0,44,4330216,4330216.0,0.0,4330216.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,4330216.0,4330216.0,0.0,0.07,303115.12000000005
60,10,154,CS35,46525,0.11,0.0,24,1116600,1116600.0,122826.0,1239426.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,1239426.0,1239426.0,0.0,0.07,86759.82
61,10,379,Rexton,69124,0.2,0.0,25,1728100,1728100.0,345620.0,2073720.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,2073720.0,2073720.0,0.0,0.07,145160.40000000002
62,10,871,Canon II F,55144,0.0,0.0,33,1819752,1819752.0,0.0,1819752.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,1819752.0,1819752.0,0.0,0.07,127382.64000000001
63,10,338,Rogue,29865,0.0,0.0,32,955680,955680.0,0.0,955680.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,955680.0,955680.0,0.0,0.07,66897.6
64,10,272,Niro,61055,0.0,0.0,44,2686420,2686420.0,0.0,2686420.0,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,0.0,2686420.0,2686420.0,0.0,0.07,188049.40000000002
65,10,273,Seltos,55945,0.2,0.034554616431309415,2,111890,108023.6839675008,21604.73679350016,129628.42076100096,10,2019-08-01 22:34:19.602495+00:00,2,4516,2019-08-01,4639.579238999053,134268.0,129628.42076100095,6.910923286261883,0.07,9073.989453270067
66,4,473,Deskjet 680c,57611,0.2,0.0,37,2131607,2131607.0,426321.4,2557928.4,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,0.0,2557928.4,2557928.4,0.0,0.05,127896.42
67,4,95,Cobus 2700,99212,0.0,0.0,8,793696,793696.0,0.0,793696.0,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,0.0,793696.0,793696.0,0.0,0.05,39684.8
68,4,837,A768,86732,0.11,0.0,23,1994836,1994836.0,219431.96,2214267.96,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,0.0,2214267.96,2214267.96,0.0,0.05,110713.398
69,4,138,FRV Cross,56263,0.0,0.22788707568122946,37,2081731,1607331.4100550385,0.0,1607331.4100550385,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,474399.5899449615,2081731.0,1607331.4100550385,843.182180020549,0.05,80366.57050275193
70,4,677,Photosmart 245,99377,0.2,0.0,24,2385048,2385048.0,477009.6,2862057.6,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,0.0,2862057.6,2862057.6,0.0,0.05,143102.88
71,4,612,Officejet 9110,73253,0.0,0.0,8,586024,586024.0,0.0,586024.0,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,0.0,586024.0,586024.0,0.0,0.05,29301.2
72,4,115,Q2,52078,0.2,0.8778531848730508,12,624936,76333.9420581751,15266.78841163502,91600.73046981012,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,658322.4695301898,749923.2,91600.73046981018,1053.423821847661,0.05,4580.036523490509
73,4,415,GS3,97680,0.0,0.18637079447645036,3,293040,238425.90238662102,0.0,238425.90238662102,4,2019-08-01 15:26:46.084807+00:00,5,7082,2019-08-01,54614.09761337901,293040.0,238425.902386621,55.91123834293511,0.05,11921.295119331051
74,5,736,Photosmart C7288,38757,0.0,0.0,26,1007682,1007682.0,0.0,1007682.0,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,1007682.0,1007682.0,0.0,0.05,50384.100000000006
75,5,485,Deskjet 810c,97214,0.0,0.0,42,4082988,4082988.0,0.0,4082988.0,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,4082988.0,4082988.0,0.0,0.05,204149.40000000002
76,5,473,Deskjet 680c,43004,0.2,0.0,48,2064192,2064192.0,412838.4,2477030.4,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,2477030.4,2477030.4,0.0,0.05,123851.52
77,5,40,МАЗ-205 (автобус),3619,0.0,0.6355950487325546,22,79618,29013.19341001147,0.0,29013.19341001147,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,50604.80658998853,79618.0,29013.19341001147,1398.3091072116201,0.05,1450.6596705005736
78,5,397,Nexon,90033,0.11,0.0,11,990363,990363.0,108939.93,1099302.93,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,1099302.9300000002,1099302.9300000002,0.0,0.05,54965.14650000001
79,5,440,Deskjet 200cci,30745,0.11,0.0,7,215215,215215.0,23673.65,238888.65,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,238888.65000000002,238888.65000000002,0.0,0.05,11944.432500000003
80,5,23,Ikarus 31,82113,0.11,0.0,26,2134938,2134938.0,234843.18,2369781.18,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,2369781.18,2369781.18,0.0,0.05,118489.05900000001
81,5,111,LX,42292,0.11,0.0,31,1311052,1311052.0,144215.72,1455267.72,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,1455267.7200000002,1455267.7200000002,0.0,0.05,72763.38600000001
82,5,332,Juke,68346,0.0,0.0,13,888498,888498.0,0.0,888498.0,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,888498.0,888498.0,0.0,0.05,44424.9
83,5,224,Haval H5,17895,0.11,0.0,1,17895,17895.0,1968.45,19863.45,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,19863.45,19863.45,0.0,0.05,993.1725000000001
84,5,270,Borrego/Mohave,71986,0.11,0.0,2,143972,143972.0,15836.92,159808.92,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,0.0,159808.92,159808.92,0.0,0.05,7990.446000000001
85,5,685,Photosmart 1215,83149,0.0,0.3168186023330267,19,1579831,1079311.1506576121,0.0,1079311.1506576121,5,2019-08-01 03:34:05.665990+00:00,5,5727,2019-08-01,500519.8493423879,1579831.0,1079311.1506576121,601.9553444327507,0.05,53965.55753288061
86,6,767,DC24,34094,0.11,0.0717155957843999,22,750068,696276.4265011868,76590.40691513053,772866.8334163174,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,59708.64658368273,832575.4800000001,772866.8334163174,157.77431072567978,0.05,38643.34167081587
87,6,195,Besturn X80,30302,0.2,0.0,7,212114,212114.0,42422.8,254536.8,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,254536.8,254536.8,0.0,0.05,12726.84
88,6,858,Canon J II,9063,0.11,0.2671442641382196,32,290016,212539.88909169013,23379.38780008592,235919.27689177604,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,85998.483108224,321917.76,235919.27689177604,854.8616452423028,0.05,11795.963844588803
89,6,42,Ikarus 250,24806,0.11,0.0,35,868210,868210.0,95503.1,963713.1,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,963713.1000000001,963713.1000000001,0.0,0.05,48185.655000000006
90,6,193,Artemis,29400,0.11,0.0,4,117600,117600.0,12936.0,130536.0,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,130536.00000000001,130536.00000000001,0.0,0.05,6526.800000000001
91,6,565,Deskjet D2545,84200,0.2,0.0,46,3873200,3873200.0,774640.0,4647840.0,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,4647840.0,4647840.0,0.0,0.05,232392.0
92,6,624,Officejet k80 / k80xi,82655,0.2,0.6274105160824347,19,1570445,585131.2920709208,117026.25841418414,702157.550485105,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,1182376.449514895,1884534.0,702157.550485105,1192.079980556626,0.05,35107.87752425525
93,6,237,CR-V,49356,0.11,0.0,4,197424,197424.0,21716.64,219140.64,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,219140.64,219140.64,0.0,0.05,10957.032000000001
94,6,623,Officejet k60 / k60xi,1244,0.2,0.0,2,2488,2488.0,497.6,2985.6,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,2985.6,2985.6,0.0,0.05,149.28
95,6,736,Photosmart C7288,11203,0.2,0.0,4,44812,44812.0,8962.4,53774.4,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,53774.4,53774.4,0.0,0.05,2688.7200000000003
96,6,328,Outlander PHEV,30310,0.11,0.0,27,818370,818370.0,90020.7,908390.7,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,908390.7000000001,908390.7000000001,0.0,0.05,45419.535
97,6,78,PAZ-672,81277,0.0,0.0,29,2357033,2357033.0,0.0,2357033.0,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,2357033.0,2357033.0,0.0,0.05,117851.65000000001
98,6,20,Škoda 28Tr Solaris,69643,0.11,0.0,43,2994649,2994649.0,329411.39,3324060.39,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,3324060.39,3324060.39,0.0,0.05,166203.01950000002
99,6,542,Deskjet 5550 / 5551 / 5552,68818,0.0,0.0,30,2064540,2064540.0,0.0,2064540.0,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,2064540.0,2064540.0,0.0,0.05,103227.0
100,6,784,IBM 013,46634,0.11,0.0,2,93268,93268.0,10259.48,103527.48,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,0.0,103527.48000000001,103527.48000000001,0.0,0.05,5176.374000000001
101,6,794,IBM 032,19050,0.11,0.38804837295431227,43,819150,501280.1752944751,55140.819282392265,556420.9945768673,6,2019-08-01 16:30:57.126590+00:00,5,5281,2019-08-01,352835.5054231327,909256.5000000001,556420.9945768674,1668.6080037035429,0.05,27821.049728843373
102,8,354,Macan,93450,0.0,0.0,18,1682100,1682100.0,0.0,1682100.0,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,1682100.0,1682100.0,0.0,0.29,487808.99999999994
103,8,43,МАЗ-251,57981,0.0,0.0,1,57981,57981.0,0.0,57981.0,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,57981.0,57981.0,0.0,0.29,16814.489999999998
104,8,640,Officejet Pro 1170c / 1170cse / 1170cxi,25516,0.2,0.0,31,790996,790996.0,158199.2,949195.2,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,949195.2,949195.2,0.0,0.29,275266.60799999995
105,8,485,Deskjet 810c,56815,0.11,0.03467058335181439,17,965855,932368.2437167332,102560.50680884068,1034928.7505255741,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,37170.29947442602,1072099.05,1034928.750525574,58.93999169808446,0.29,300129.33765241643
106,8,188,Fengshen AX3,15582,0.2,0.9761030040123716,44,685608,16383.971625085804,3276.794325017161,19660.765950102963,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,803068.8340498968,822729.6,19660.76595010312,4294.853217654435,0.29,5701.622125529904
107,8,869,Canon IV SB,80122,0.11,0.08224455900476313,21,1682562,1544180.4303118275,169859.84733430104,1714040.2776461288,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,153603.54235387122,1867643.82,1714040.2776461288,172.71357391000257,0.29,497071.68051737733
108,8,28,Ikarus 55,2515,0.0,0.488943417565606,37,93055,47556.370278432536,0.0,47556.370278432536,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,45498.629721567464,93055.0,47556.370278432536,1809.0906449927425,0.29,13791.347380745434
109,8,786,IBM 016,30552,0.11,0.0,34,1038768,1038768.0,114264.48,1153032.48,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,1153032.4800000002,1153032.4800000002,0.0,0.29,334379.41920000006
110,8,39,MAZ-203,18040,0.11,0.04717813073871546,50,902000,859445.3260736788,94538.98586810466,953984.3119417832,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,47235.6880582167,1001220.0000000001,953984.3119417834,235.89065369357735,0.29,276655.45046311716
111,8,56,Ikarus 350,82644,0.2,0.0,37,3057828,3057828.0,611565.6,3669393.6,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,3669393.6,3669393.6,0.0,0.29,1064124.1439999999
112,8,520,Deskjet 990 cm / 990cse/ 990cxi,20763,0.0,0.368117056061772,39,809757,511671.63703458774,0.0,511671.63703458774,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,298085.36296541226,809757.0,511671.63703458774,1435.6565186409107,0.29,148384.77474003044
113,8,81,Fiat 682RN,92483,0.2,0.0,20,1849660,1849660.0,369932.0,2219592.0,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,2219592.0,2219592.0,0.0,0.29,643681.6799999999
114,8,12,Škoda 21Ab,4292,0.2,0.0,11,47212,47212.0,9442.4,56654.4,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,56654.4,56654.4,0.0,0.29,16429.775999999998
115,8,659,PSC 1310,4385,0.11,0.0,11,48235,48235.0,5305.85,53540.85,8,2019-08-01 19:23:48.749388+00:00,7,5080,2019-08-01,0.0,53540.850000000006,53540.850000000006,0.0,0.29,15526.846500000001
